id,period,status,city_client,department_client,status_str,department_code,country_client
355,2022-02-08 00:10:28,0,El Calvario,Meta,inactive,50,Colombia
356,2022-02-10 04:08:56,0,Gualmatán,Nariño,inactive,52,Colombia
357,2023-02-24 18:15:37,0,Corozal,Sucre,inactive,70,Colombia
358,2023-12-27 01:26:36,0,Hobo,Huila,inactive,41,Colombia
359,2024-01-15 12:22:25,0,Santa Rosa de Viterbo,Boyacá,inactive,15,Colombia
360,2023-01-22 16:58:28,1,Tauramena,Casanare,active,85,Colombia
361,2022-08-27 16:50:35,1,Supía,Caldas,active,17,Colombia
362,2023-08-25 08:51:54,1,Galán,Santander,active,68,Colombia
363,2023-03-24 03:04:10,0,Guaitarilla,Nariño,inactive,52,Colombia
364,2024-01-01 11:21:21,0,Anserma,Caldas,inactive,17,Colombia
365,2022-02-09 10:31:00,0,Ragonvalia,Norte de Santander,inactive,54,Colombia
366,2022-07-14 09:17:05,1,Barbacoas,Nariño,active,52,Colombia
367,2022-10-18 21:59:30,1,Titiribí,Antioquia,active,5,Colombia
368,2022-10-14 21:23:45,1,Mistrató,Risaralda,active,66,Colombia
369,2022-01-28 01:15:07,0,San Felipe,Guainía,inactive,94,Colombia
370,2022-04-02 19:33:44,1,Pueblo Rico,Risaralda,active,66,Colombia
371,2023-12-19 11:05:48,1,Tinjacá,Boyacá,active,15,Colombia
372,2022-09-10 09:37:29,1,Versalles,Valle del Cauca,active,76,Colombia
373,2022-06-11 16:14:08,1,Tauramena,Casanare,active,85,Colombia
374,2024-01-04 02:53:34,0,Puerto Santander,Norte de Santander,inactive,54,Colombia
375,2022-05-03 17:38:07,1,Beltrán,Cundinamarca,active,25,Colombia
376,2024-01-26 18:27:58,1,Cimitarra,Santander,active,68,Colombia
377,2023-10-19 14:54:27,0,Yalí,Antioquia,inactive,5,Colombia
378,2023-06-15 16:42:42,1,San Jacinto del Cauca,Bolívar,active,13,Colombia
379,2022-07-28 12:49:21,0,Yopal,Casanare,inactive,85,Colombia
380,2023-11-09 00:10:15,1,Monguí,Boyacá,active,15,Colombia
381,2023-01-01 10:34:44,1,Jerusalén,Cundinamarca,active,25,Colombia
382,2022-12-26 17:38:13,0,Tipacoque,Boyacá,inactive,15,Colombia
383,2023-09-03 06:22:37,0,Roncesvalles,Tolima,inactive,73,Colombia
384,2022-12-07 05:41:56,1,Puerto Nare,Antioquia,active,5,Colombia
385,2023-11-16 21:37:07,1,Hatillo de Loba,Bolívar,active,13,Colombia
386,2022-06-19 20:47:55,0,Guavatá,Santander,inactive,68,Colombia
387,2023-04-18 18:28:37,1,Pensilvania,Caldas,active,17,Colombia
388,2022-11-12 00:46:43,0,Puracé,Cauca,inactive,19,Colombia
389,2022-01-08 20:56:30,1,Ráquira,Boyacá,active,15,Colombia
390,2022-07-17 21:04:33,1,La Playa,Norte de Santander,active,54,Colombia
391,2023-01-30 16:19:42,1,Valledupar,Cesar,active,20,Colombia
392,2022-08-17 00:20:58,0,Medina,Cundinamarca,inactive,25,Colombia
393,2022-12-09 09:36:33,0,Páez,Boyacá,inactive,15,Colombia
394,2022-07-13 15:23:22,1,Valle de San José,Santander,active,68,Colombia
395,2022-11-05 18:04:08,0,El Peñón,Santander,inactive,68,Colombia
396,2022-03-11 07:22:25,0,Argelia,Valle del Cauca,inactive,76,Colombia
397,2023-02-17 00:50:17,1,Buenavista,Sucre,active,70,Colombia
398,2022-04-02 10:16:54,0,Villeta,Cundinamarca,inactive,25,Colombia
399,2022-08-17 04:07:35,0,Coveñas,Sucre,inactive,70,Colombia
400,2022-10-21 00:12:28,1,Chinchiná,Caldas,active,17,Colombia
401,2024-01-15 12:31:22,0,Pueblo Bello,Cesar,inactive,20,Colombia
402,2022-05-27 04:09:59,0,La Virginia,Risaralda,inactive,66,Colombia
403,2022-03-17 05:22:17,0,Floridablanca,Santander,inactive,68,Colombia
404,2023-11-08 12:57:41,0,Gamarra,Cesar,inactive,20,Colombia
405,2023-09-03 06:45:42,1,San Pablo,Nariño,active,52,Colombia
406,2023-04-05 06:49:28,0,Santa Sofía,Boyacá,inactive,15,Colombia
407,2022-05-09 01:11:41,1,Villa Caro,Norte de Santander,active,54,Colombia
408,2023-10-01 14:42:59,0,Arboledas,Norte de Santander,inactive,54,Colombia
409,2022-11-28 05:20:33,1,Tenza,Boyacá,active,15,Colombia
410,2022-01-15 23:07:54,0,Clemencia,Bolívar,inactive,13,Colombia
411,2023-08-19 08:45:57,1,Fortul,Arauca,active,81,Colombia
412,2023-03-28 11:52:22,0,Topaipí,Cundinamarca,inactive,25,Colombia
413,2022-11-26 03:22:19,0,Rioblanco,Tolima,inactive,73,Colombia
414,2022-02-05 23:34:23,0,Aguada,Santander,inactive,68,Colombia
415,2022-06-22 03:13:40,0,Purificación,Tolima,inactive,73,Colombia
416,2023-05-02 09:21:28,0,Fonseca,La Guajira,inactive,44,Colombia
417,2022-03-02 11:12:40,1,Gómez Plata,Antioquia,active,5,Colombia
418,2023-01-13 21:45:55,1,Gamarra,Cesar,active,20,Colombia
419,2023-08-12 04:14:59,0,Granada,Meta,inactive,50,Colombia
420,2022-04-11 04:33:29,1,Paipa,Boyacá,active,15,Colombia
421,2022-08-29 21:43:14,0,Busbanzá,Boyacá,inactive,15,Colombia
422,2022-10-21 01:13:34,0,Campamento,Antioquia,inactive,5,Colombia
423,2022-08-08 08:11:42,0,Socha,Boyacá,inactive,15,Colombia
424,2022-06-17 06:58:59,0,Versalles,Valle del Cauca,inactive,76,Colombia
425,2023-07-31 14:10:24,0,Betania,Antioquia,inactive,5,Colombia
426,2023-03-21 13:54:22,0,Guacarí,Valle del Cauca,inactive,76,Colombia
427,2022-03-29 23:49:57,1,Santander de Quilichao,Cauca,active,19,Colombia
428,2022-02-01 07:04:05,0,El Retorno,Guaviare,inactive,95,Colombia
429,2022-08-17 04:19:15,1,Unión Panamericana,Chocó,active,27,Colombia
430,2023-08-29 16:17:48,0,Marinilla,Antioquia,inactive,5,Colombia
431,2023-12-22 18:09:09,1,La Guadalupe,Guainía,active,94,Colombia
432,2022-01-16 02:24:55,1,Puerto Rico,Caquetá,active,18,Colombia
433,2023-10-04 18:29:49,1,Guachené,Cauca,active,19,Colombia
434,2024-01-27 10:38:41,1,Aldana,Nariño,active,52,Colombia
435,2023-03-29 18:45:44,0,El Dorado,Meta,inactive,50,Colombia
436,2023-01-06 07:02:37,0,San Bernardo,Cundinamarca,inactive,25,Colombia
437,2023-06-03 22:53:00,0,Tutazá,Boyacá,inactive,15,Colombia
438,2022-03-16 13:55:46,0,Santa Rosa,Cauca,inactive,19,Colombia
439,2023-02-12 15:32:44,1,Rovira,Tolima,active,73,Colombia
440,2022-02-09 02:56:26,1,Labranzagrande,Boyacá,active,15,Colombia
441,2023-10-05 01:38:06,0,Zipacón,Cundinamarca,inactive,25,Colombia
442,2022-10-29 19:51:09,0,El Espino,Boyacá,inactive,15,Colombia
443,2022-10-03 03:59:29,0,Majagual,Sucre,inactive,70,Colombia
444,2022-09-08 03:09:25,0,Toledo,Norte de Santander,inactive,54,Colombia
445,2023-08-19 06:26:52,0,Pandi,Cundinamarca,inactive,25,Colombia
446,2023-03-12 13:32:26,1,San Marcos,Sucre,active,70,Colombia
447,2022-12-29 17:48:06,1,Nimaima,Cundinamarca,active,25,Colombia
448,2022-04-22 10:41:44,1,Páramo,Santander,active,68,Colombia
449,2022-03-16 10:19:19,1,Puebloviejo,Magdalena,active,47,Colombia
450,2023-11-17 05:30:47,1,Junín,Cundinamarca,active,25,Colombia
451,2023-09-19 05:46:05,1,Susacón,Boyacá,active,15,Colombia
452,2023-03-27 02:10:55,1,Saladoblanco,Huila,active,41,Colombia
453,2022-01-21 05:12:36,0,Nechí,Antioquia,inactive,5,Colombia
454,2023-02-16 13:23:06,0,San Calixto,Norte de Santander,inactive,54,Colombia
455,2023-05-31 00:17:48,1,Tinjacá,Boyacá,active,15,Colombia
456,2023-05-25 09:54:31,1,Jamundí,Valle del Cauca,active,76,Colombia
457,2024-01-13 11:55:33,0,Guacarí,Valle del Cauca,inactive,76,Colombia
458,2022-08-29 13:34:19,1,López de Micay,Cauca,active,19,Colombia
459,2022-01-29 18:26:52,1,Venecia,Cundinamarca,active,25,Colombia
460,2023-10-07 16:26:48,1,Palmar,Santander,active,68,Colombia
461,2022-12-02 13:54:45,0,Puebloviejo,Magdalena,inactive,47,Colombia
462,2022-08-15 23:03:40,0,Nóvita,Chocó,inactive,27,Colombia
463,2023-11-09 10:00:29,0,Buenos Aires,Cauca,inactive,19,Colombia
464,2023-06-04 09:00:47,1,Alpujarra,Tolima,active,73,Colombia
465,2022-03-09 17:49:37,1,Circasia,Quindío,active,63,Colombia
466,2022-11-20 02:29:14,1,Retiro,Antioquia,active,5,Colombia
467,2022-02-12 02:35:09,1,Ulloa,Valle del Cauca,active,76,Colombia
468,2022-07-25 17:29:04,0,San Agustín,Huila,inactive,41,Colombia
469,2022-09-29 01:54:41,0,Cepitá,Santander,inactive,68,Colombia
470,2022-11-17 00:54:12,1,Chalán,Sucre,active,70,Colombia
471,2022-11-08 22:04:44,1,Chigorodó,Antioquia,active,5,Colombia
472,2022-01-13 11:09:20,1,Hato,Santander,active,68,Colombia
473,2022-11-19 12:16:07,0,Argelia,Antioquia,inactive,5,Colombia
474,2023-06-28 01:18:13,1,Pijiño del Carmen,Magdalena,active,47,Colombia
475,2023-12-28 07:44:13,1,Chipatá,Santander,active,68,Colombia
476,2023-03-18 11:47:36,1,Venecia,Cundinamarca,active,25,Colombia
477,2023-12-15 11:28:37,0,La Uvita,Boyacá,inactive,15,Colombia
478,2023-09-11 13:56:05,1,Papunahua,Vaupés,active,97,Colombia
479,2023-12-18 05:14:56,0,Fuente de Oro,Meta,inactive,50,Colombia
480,2022-03-05 08:46:46,0,Cajicá,Cundinamarca,inactive,25,Colombia
481,2022-07-02 16:55:48,1,Tesalia,Huila,active,41,Colombia
482,2023-09-07 09:28:35,1,Luruaco,Atlántico,active,8,Colombia
483,2024-01-07 08:52:38,0,Zaragoza,Antioquia,inactive,5,Colombia
484,2023-03-05 14:31:35,1,Ospina,Nariño,active,52,Colombia
485,2023-01-05 17:51:27,0,Andes,Antioquia,inactive,5,Colombia
486,2022-04-15 19:29:44,1,Aipe,Huila,active,41,Colombia
487,2022-09-09 13:34:27,0,Tenjo,Cundinamarca,inactive,25,Colombia
488,2023-05-23 22:00:19,1,Roncesvalles,Tolima,active,73,Colombia
489,2022-10-24 15:35:45,0,Arbeláez,Cundinamarca,inactive,25,Colombia
490,2023-10-20 05:15:11,1,Dagua,Valle del Cauca,active,76,Colombia
491,2023-12-14 13:46:17,0,San Francisco,Cundinamarca,inactive,25,Colombia
492,2023-03-12 18:05:38,0,San Juan de Rioseco,Cundinamarca,inactive,25,Colombia
493,2022-06-30 11:07:58,1,Turbaná,Bolívar,active,13,Colombia
494,2022-07-13 18:44:05,0,San Joaquín,Santander,inactive,68,Colombia
495,2023-03-03 15:40:30,1,Miraflores,Boyacá,active,15,Colombia
496,2023-04-13 12:26:24,1,Orito,Putumayo,active,86,Colombia
497,2022-02-15 16:09:45,1,San Juan Nepomuceno,Bolívar,active,13,Colombia
498,2023-05-10 12:12:45,0,Cértegui,Chocó,inactive,27,Colombia
499,2023-03-31 19:32:44,0,San Sebastián de Mariquita,Tolima,inactive,73,Colombia
500,2022-09-11 04:51:56,1,Medina,Cundinamarca,active,25,Colombia
501,2023-08-16 02:40:13,1,Rionegro,Santander,active,68,Colombia
502,2022-08-01 04:31:10,0,Puerto Nare,Antioquia,inactive,5,Colombia
503,2022-01-09 08:12:27,1,Íquira,Huila,active,41,Colombia
504,2022-12-15 19:21:13,0,Sopó,Cundinamarca,inactive,25,Colombia
505,2023-03-28 06:35:13,0,Barranco de Loba,Bolívar,inactive,13,Colombia
506,2023-06-10 15:39:55,0,Río Iró,Chocó,inactive,27,Colombia
507,2022-10-02 20:24:08,1,Leiva,Nariño,active,52,Colombia
508,2022-10-31 18:56:02,0,Ubaque,Cundinamarca,inactive,25,Colombia
509,2023-02-23 07:29:09,1,Guayatá,Boyacá,active,15,Colombia
510,2022-12-30 07:02:39,0,San Marcos,Sucre,inactive,70,Colombia
511,2023-05-31 03:33:16,0,Leiva,Nariño,inactive,52,Colombia
512,2022-04-20 07:10:55,0,Puerto Guzmán,Putumayo,inactive,86,Colombia
513,2022-04-10 16:54:54,1,Paz de Ariporo,Casanare,active,85,Colombia
514,2022-10-11 10:21:00,1,Moñitos,Córdoba,active,23,Colombia
515,2023-07-30 15:44:40,0,El Carmen de Viboral,Antioquia,inactive,5,Colombia
516,2023-07-26 23:33:08,0,Herrán,Norte de Santander,inactive,54,Colombia
517,2023-03-24 09:26:24,1,Betéitiva,Boyacá,active,15,Colombia
518,2022-04-04 17:32:31,0,La Salina,Casanare,inactive,85,Colombia
519,2022-11-02 05:23:22,1,Puerto López,Meta,active,50,Colombia
520,2022-01-02 01:23:55,0,Palestina,Caldas,inactive,17,Colombia
521,2024-01-20 00:50:57,0,Cepitá,Santander,inactive,68,Colombia
522,2022-05-27 21:41:01,0,Caimito,Sucre,inactive,70,Colombia
523,2023-04-25 13:24:49,0,El Águila,Valle del Cauca,inactive,76,Colombia
524,2023-02-27 04:20:05,1,Tocaima,Cundinamarca,active,25,Colombia
525,2023-07-04 01:35:52,1,Norcasia,Caldas,active,17,Colombia
526,2022-02-05 09:24:18,1,Argelia,Cauca,active,19,Colombia
527,2023-07-29 07:44:27,1,El Dorado,Meta,active,50,Colombia
528,2023-06-13 18:42:22,1,Choachí,Cundinamarca,active,25,Colombia
529,2023-12-13 12:55:27,0,Nueva Granada,Magdalena,inactive,47,Colombia
530,2022-01-01 12:26:03,0,Guaitarilla,Nariño,inactive,52,Colombia
531,2023-09-20 14:05:19,1,Cubarral,Meta,active,50,Colombia
532,2022-03-06 12:04:33,0,El Copey,Cesar,inactive,20,Colombia
533,2022-04-08 06:01:45,1,Pasto,Nariño,active,52,Colombia
534,2023-05-31 05:44:13,0,Tununguá,Boyacá,inactive,15,Colombia
535,2022-07-03 04:10:40,0,Morales,Bolívar,inactive,13,Colombia
536,2022-06-10 16:15:15,0,Galeras,Sucre,inactive,70,Colombia
537,2022-10-21 11:25:40,0,Viotá,Cundinamarca,inactive,25,Colombia
538,2022-05-21 22:11:20,1,Toledo,Antioquia,active,5,Colombia
539,2023-12-16 05:10:45,0,Albán,Cundinamarca,inactive,25,Colombia
540,2022-11-16 14:12:06,1,La Vega,Cauca,active,19,Colombia
541,2023-02-25 14:17:13,0,Betulia,Santander,inactive,68,Colombia
542,2023-08-23 14:07:45,1,San Andrés,"San Andrés, Providencia y Santa Catalina",active,88,Colombia
543,2023-05-02 22:55:46,1,Jerusalén,Cundinamarca,active,25,Colombia
544,2022-05-06 22:00:18,0,Río Iró,Chocó,inactive,27,Colombia
545,2023-09-24 22:52:50,0,Rovira,Tolima,inactive,73,Colombia
546,2022-06-04 19:47:50,1,Polonuevo,Atlántico,active,8,Colombia
547,2023-08-01 02:29:25,1,Algeciras,Huila,active,41,Colombia
548,2022-12-10 08:37:35,1,Pachavita,Boyacá,active,15,Colombia
549,2023-05-16 02:57:02,1,Chinácota,Norte de Santander,active,54,Colombia
550,2023-04-26 02:10:12,1,Chimichagua,Cesar,active,20,Colombia
551,2023-10-19 17:41:57,0,Icononzo,Tolima,inactive,73,Colombia
552,2023-03-09 08:16:33,0,Caloto,Cauca,inactive,19,Colombia
553,2023-11-03 09:15:53,1,Guapi,Cauca,active,19,Colombia
554,2023-05-22 04:06:52,0,Turmequé,Boyacá,inactive,15,Colombia
555,2023-06-30 12:08:25,0,Caldono,Cauca,inactive,19,Colombia
556,2023-07-15 06:03:33,0,Salento,Quindío,inactive,63,Colombia
557,2024-01-13 02:17:50,1,San Marcos,Sucre,active,70,Colombia
558,2023-08-15 04:53:40,1,Santa Marta,Magdalena,active,47,Colombia
559,2022-09-16 22:57:43,1,Dosquebradas,Risaralda,active,66,Colombia
560,2022-06-12 00:57:12,1,San Francisco,Putumayo,active,86,Colombia
561,2022-05-23 22:37:38,1,Fortul,Arauca,active,81,Colombia
562,2023-10-25 08:44:05,1,Puerto Triunfo,Antioquia,active,5,Colombia
563,2022-03-04 02:28:03,1,Cajamarca,Tolima,active,73,Colombia
564,2023-01-01 22:04:46,0,Marulanda,Caldas,inactive,17,Colombia
565,2022-10-09 05:41:34,1,Córdoba,Nariño,active,52,Colombia
566,2022-06-15 20:08:20,1,San Miguel,Putumayo,active,86,Colombia
567,2023-10-09 15:19:45,1,Santa Rosalía,Vichada,active,99,Colombia
568,2022-02-10 16:42:55,1,Villanueva,La Guajira,active,44,Colombia
569,2023-02-15 19:34:25,0,El Paso,Cesar,inactive,20,Colombia
570,2024-01-18 15:10:09,0,Cumbal,Nariño,inactive,52,Colombia
571,2022-11-04 21:19:33,1,Arauca,Arauca,active,81,Colombia
572,2022-05-06 08:20:47,1,San Fernando,Bolívar,active,13,Colombia
573,2022-06-14 05:17:27,1,Murillo,Tolima,active,73,Colombia
574,2022-02-02 20:10:21,1,Algeciras,Huila,active,41,Colombia
575,2023-03-14 08:23:41,0,Chitagá,Norte de Santander,inactive,54,Colombia
576,2023-05-02 14:23:25,1,Junín,Cundinamarca,active,25,Colombia
577,2022-06-11 23:26:00,0,Entrerríos,Antioquia,inactive,5,Colombia
578,2022-08-27 20:50:43,0,San Gil,Santander,inactive,68,Colombia
579,2023-11-19 12:21:43,0,Líbano,Tolima,inactive,73,Colombia
580,2023-08-17 05:04:10,0,Acandí,Chocó,inactive,27,Colombia
581,2023-10-15 09:12:07,0,San Antonio,Tolima,inactive,73,Colombia
582,2023-01-29 10:41:41,0,Mogotes,Santander,inactive,68,Colombia
583,2022-02-27 03:44:21,0,La Playa,Norte de Santander,inactive,54,Colombia
584,2023-03-26 07:03:12,1,Concepción,Santander,active,68,Colombia
585,2022-10-22 09:14:25,1,Soracá,Boyacá,active,15,Colombia
586,2023-02-20 16:59:48,1,Necoclí,Antioquia,active,5,Colombia
587,2022-08-14 18:44:35,1,Florencia,Cauca,active,19,Colombia
588,2023-05-10 21:41:19,1,Cáchira,Norte de Santander,active,54,Colombia
589,2022-06-14 14:20:29,0,Puerto Parra,Santander,inactive,68,Colombia
590,2022-09-27 14:19:09,1,Puerto Boyacá,Boyacá,active,15,Colombia
591,2022-08-14 16:44:34,0,Iza,Boyacá,inactive,15,Colombia
592,2023-10-08 21:32:42,0,Tausa,Cundinamarca,inactive,25,Colombia
593,2023-06-07 19:47:47,0,Chocontá,Cundinamarca,inactive,25,Colombia
594,2023-06-28 17:28:40,1,Guadalupe,Santander,active,68,Colombia
595,2022-11-06 23:04:03,1,Puerto Salgar,Cundinamarca,active,25,Colombia
596,2023-09-18 14:54:08,0,Suratá,Santander,inactive,68,Colombia
597,2022-08-01 14:50:40,1,Santa Rosa,Bolívar,active,13,Colombia
598,2022-06-12 22:45:53,0,Vegachí,Antioquia,inactive,5,Colombia
599,2022-06-16 07:43:59,0,Zarzal,Valle del Cauca,inactive,76,Colombia
600,2023-04-27 12:57:21,1,Ansermanuevo,Valle del Cauca,active,76,Colombia
601,2022-09-29 06:37:45,1,Tangua,Nariño,active,52,Colombia
602,2023-05-07 11:20:25,0,Contratación,Santander,inactive,68,Colombia
603,2022-09-05 04:35:21,0,Hatonuevo,La Guajira,inactive,44,Colombia
604,2023-05-14 16:48:43,1,Vetas,Santander,active,68,Colombia
605,2023-05-01 17:35:07,1,Pijiño del Carmen,Magdalena,active,47,Colombia
606,2023-04-02 06:24:04,0,Génova,Quindío,inactive,63,Colombia
607,2022-08-30 21:46:36,0,Tesalia,Huila,inactive,41,Colombia
608,2023-11-23 23:43:43,0,Aldana,Nariño,inactive,52,Colombia
609,2022-11-14 23:19:13,1,El Encanto,Amazonas,active,91,Colombia
610,2023-04-02 11:53:20,0,Jerusalén,Cundinamarca,inactive,25,Colombia
611,2023-02-25 23:59:27,1,Ricaurte,Nariño,active,52,Colombia
612,2022-03-27 18:00:41,0,Puracé,Cauca,inactive,19,Colombia
613,2023-06-17 05:48:08,0,Sutamarchán,Boyacá,inactive,15,Colombia
614,2022-12-18 02:57:54,1,Sabanalarga,Casanare,active,85,Colombia
615,2022-07-26 04:46:32,0,Venecia,Cundinamarca,inactive,25,Colombia
616,2022-03-03 10:05:47,0,Timbío,Cauca,inactive,19,Colombia
617,2022-10-17 13:18:02,1,Floresta,Boyacá,active,15,Colombia
618,2022-03-19 13:21:06,1,Solita,Caquetá,active,18,Colombia
619,2022-09-24 12:31:22,0,Betulia,Antioquia,inactive,5,Colombia
620,2022-09-05 16:05:56,1,Puracé,Cauca,active,19,Colombia
621,2022-09-22 08:47:59,0,Lourdes,Norte de Santander,inactive,54,Colombia
622,2023-06-03 10:22:26,0,Maicao,La Guajira,inactive,44,Colombia
623,2023-12-08 13:05:53,0,La Uvita,Boyacá,inactive,15,Colombia
624,2022-08-02 04:44:31,0,Granada,Meta,inactive,50,Colombia
625,2023-10-17 21:14:08,0,Chachagüí,Nariño,inactive,52,Colombia
626,2023-01-18 12:02:48,0,Contadero,Nariño,inactive,52,Colombia
627,2022-05-01 01:19:15,1,Tutazá,Boyacá,active,15,Colombia
628,2023-09-18 16:04:52,1,Versalles,Valle del Cauca,active,76,Colombia
629,2023-11-03 22:47:26,1,Confines,Santander,active,68,Colombia
630,2022-08-27 01:07:03,1,Abejorral,Antioquia,active,5,Colombia
631,2022-05-29 03:36:57,0,Berbeo,Boyacá,inactive,15,Colombia
632,2023-11-09 10:01:18,0,Sabanalarga,Atlántico,inactive,8,Colombia
633,2023-12-07 08:06:10,1,Sipí,Chocó,active,27,Colombia
634,2023-07-01 08:00:00,0,San Zenón,Magdalena,inactive,47,Colombia
635,2023-01-13 15:28:44,0,Macanal,Boyacá,inactive,15,Colombia
636,2022-12-07 13:37:28,0,Río Viejo,Bolívar,inactive,13,Colombia
637,2023-10-17 04:46:53,1,Filadelfia,Caldas,active,17,Colombia
638,2023-11-15 19:43:37,1,Los Patios,Norte de Santander,active,54,Colombia
639,2023-11-08 07:30:05,1,Calima,Valle del Cauca,active,76,Colombia
640,2022-07-23 08:39:01,1,Puerto Berrío,Antioquia,active,5,Colombia
641,2022-10-25 02:42:31,0,Guaranda,Sucre,inactive,70,Colombia
642,2022-01-27 19:16:34,0,Cota,Cundinamarca,inactive,25,Colombia
643,2023-01-21 19:08:02,0,El Carmen de Viboral,Antioquia,inactive,5,Colombia
644,2023-11-14 06:08:42,1,Palmar,Santander,active,68,Colombia
645,2022-07-07 13:33:09,0,Argelia,Antioquia,inactive,5,Colombia
646,2022-09-11 04:07:44,0,Macaravita,Santander,inactive,68,Colombia
647,2022-07-20 11:20:49,0,Acevedo,Huila,inactive,41,Colombia
648,2023-09-15 04:09:47,0,Carolina,Antioquia,inactive,5,Colombia
649,2022-08-26 22:56:02,1,Agua de Dios,Cundinamarca,active,25,Colombia
650,2022-08-21 11:43:15,1,Charta,Santander,active,68,Colombia
651,2022-11-04 14:44:35,1,Chocontá,Cundinamarca,active,25,Colombia
652,2022-12-07 19:46:09,1,Marsella,Risaralda,active,66,Colombia
653,2022-11-24 21:52:36,1,Dibulla,La Guajira,active,44,Colombia
654,2022-10-11 16:30:02,0,Cuaspud Carlosama,Nariño,inactive,52,Colombia
655,2022-06-21 06:23:00,1,Moniquirá,Boyacá,active,15,Colombia
656,2022-12-31 03:32:50,0,Filandia,Quindío,inactive,63,Colombia
657,2022-05-25 20:22:52,1,Gámeza,Boyacá,active,15,Colombia
658,2022-07-29 08:32:10,1,Sáchica,Boyacá,active,15,Colombia
659,2022-12-27 11:34:37,1,Coromoro,Santander,active,68,Colombia
660,2024-01-04 09:22:39,1,Concordia,Magdalena,active,47,Colombia
661,2022-05-11 06:33:58,1,Guamal,Magdalena,active,47,Colombia
662,2023-09-22 19:10:35,1,Colosó,Sucre,active,70,Colombia
663,2024-01-05 16:49:39,0,Aguada,Santander,inactive,68,Colombia
664,2023-05-31 13:58:11,0,San Pedro de Cartago,Nariño,inactive,52,Colombia
665,2022-05-16 08:38:14,1,Santa María,Huila,active,41,Colombia
666,2022-12-30 10:14:42,0,Mosquera,Cundinamarca,inactive,25,Colombia
667,2023-07-03 22:59:28,0,Potosí,Nariño,inactive,52,Colombia
668,2022-04-22 09:56:44,1,Aguachica,Cesar,active,20,Colombia
669,2023-07-04 11:45:49,1,Gómez Plata,Antioquia,active,5,Colombia
670,2023-01-24 12:55:15,0,Pandi,Cundinamarca,inactive,25,Colombia
671,2023-04-25 06:18:51,1,Útica,Cundinamarca,active,25,Colombia
672,2022-10-17 03:47:40,1,El Banco,Magdalena,active,47,Colombia
673,2023-12-03 07:05:14,0,Yavaraté,Vaupés,inactive,97,Colombia
674,2022-04-10 04:07:14,0,Capitanejo,Santander,inactive,68,Colombia
675,2023-01-30 16:55:27,0,Patía,Cauca,inactive,19,Colombia
676,2023-08-09 01:20:36,0,San Luis de Gaceno,Boyacá,inactive,15,Colombia
677,2022-08-24 12:11:40,1,Chipaque,Cundinamarca,active,25,Colombia
678,2023-05-24 18:06:56,1,Pácora,Caldas,active,17,Colombia
679,2023-08-03 06:17:57,1,Ciudad Bolívar,Antioquia,active,5,Colombia
680,2022-11-17 07:37:30,1,Ariguaní,Magdalena,active,47,Colombia
681,2023-02-12 04:49:17,1,Sutatausa,Cundinamarca,active,25,Colombia
682,2022-03-01 18:11:54,1,Fonseca,La Guajira,active,44,Colombia
683,2023-01-06 13:51:07,1,Jardín,Antioquia,active,5,Colombia
684,2023-03-04 22:50:59,1,González,Cesar,active,20,Colombia
685,2023-02-02 20:51:03,1,Galán,Santander,active,68,Colombia
686,2022-09-02 12:46:36,1,Montecristo,Bolívar,active,13,Colombia
687,2023-04-10 14:26:53,0,San Calixto,Norte de Santander,inactive,54,Colombia
688,2022-06-07 11:12:53,0,Aguachica,Cesar,inactive,20,Colombia
689,2023-07-01 01:40:08,0,San Francisco,Cundinamarca,inactive,25,Colombia
690,2022-09-12 12:51:14,0,Carmen de Carupa,Cundinamarca,inactive,25,Colombia
691,2023-03-11 08:24:32,0,Palmito,Sucre,inactive,70,Colombia
692,2023-12-15 10:50:13,0,Villagarzón,Putumayo,inactive,86,Colombia
693,2022-11-10 02:03:47,1,Úmbita,Boyacá,active,15,Colombia
694,2023-04-13 21:33:04,1,Cañasgordas,Antioquia,active,5,Colombia
695,2023-01-02 00:58:10,0,El Playón,Santander,inactive,68,Colombia
696,2022-01-09 06:26:44,0,Viotá,Cundinamarca,inactive,25,Colombia
697,2023-02-20 13:48:31,1,Flandes,Tolima,active,73,Colombia
698,2022-04-12 17:59:50,1,Andes,Antioquia,active,5,Colombia
699,2024-01-12 22:20:39,1,Suárez,Tolima,active,73,Colombia
700,2023-04-13 13:04:12,1,Malambo,Atlántico,active,8,Colombia
701,2022-06-15 20:13:44,1,Gigante,Huila,active,41,Colombia
702,2022-10-18 08:55:48,0,Algeciras,Huila,inactive,41,Colombia
703,2024-01-19 07:02:01,1,Agustín Codazzi,Cesar,active,20,Colombia
704,2023-11-29 11:22:17,1,Chinácota,Norte de Santander,active,54,Colombia
705,2024-01-08 20:08:46,0,Sutatenza,Boyacá,inactive,15,Colombia
706,2023-12-10 13:25:28,0,Muzo,Boyacá,inactive,15,Colombia
707,2023-05-08 06:27:39,1,San Jacinto,Bolívar,active,13,Colombia
708,2022-05-16 06:34:29,1,Floridablanca,Santander,active,68,Colombia
709,2023-04-10 11:09:07,0,Anapoima,Cundinamarca,inactive,25,Colombia
710,2023-03-04 14:31:40,1,Guachetá,Cundinamarca,active,25,Colombia
711,2023-01-21 06:59:37,0,Ráquira,Boyacá,inactive,15,Colombia
712,2022-12-13 21:02:05,0,El Tambo,Nariño,inactive,52,Colombia
